Age,AnnualIncome,CallDropRate,CallFailureRate,CallingNumber,CustomerID,CustomerSuspended,Education,Gender,HomeOwner,MaritalStatus,MonthlyBilledAmount,NoAdditionalLines,NumberOfComplaints,NumberOfMonthUnpaid,NumDaysContractEquipmentPlanExpiring,Occupation,PenaltyToSwitch,State,TotalMinsUsedInLastMonth,UnpaidBalance,UsesInternetService,UsesVoiceService,PercentageCallOutsideNetwork,Churn
16,160805,0.06,0.01,4251056488,1511,Yes,Bachelor or equivalent,Male,Yes,Married,113,Yes,0,6,68,Non-technology Related Job,271,IL,244,73,No,No,0.86,0
46,21705,0.04,0.01,4251055428,1512,Yes,Bachelor or equivalent,Female,Yes,Married,51,No,1,4,87,Others,443,IA,441,88,No,No,0.32,0
62,19734,0.06,0.03,4251039591,1513,Yes,PhD or equivalent,Male,Yes,Single,59,Yes,3,1,27,Non-technology Related Job,303,NY,444,198,No,No,0.53,0
24,130635,0.05,0.03,4251044830,1514,Yes,High School or below,Female,No,Single,117,Yes,1,7,46,Others,475,ND,141,213,No,No,0.98,0
40,128664,0.07,0.01,4251056211,1515,Yes,High School or below,Female,No,Single,4,No,3,4,86,Non-technology Related Job,336,WY,145,73,No,No,0.19,0
71,239564,0.05,0.01,4251030895,1516,Yes,High School or below,Male,Yes,Single,62,Yes,0,2,5,Others,8,AK,342,88,No,No,0.65,0
19,237593,0.07,0.03,4251032291,1517,Yes,High School or below,Male,Yes,Married,69,Yes,3,7,45,Non-technology Related Job,368,ME,345,198,No,No,0.86,0
49,98493,0.05,0.03,4251070243,1518,Yes,High School or below,Female,Yes,Married,7,Yes,0,5,64,Others,41,MA,42,213,No,No,0.32,1
65,96522,0.07,0.01,4251015932,1519,Yes,Bachelor or equivalent,Male,Yes,Single,15,No,3,2,4,Non-technology Related Job,401,PA,45,73,No,Yes,0.53,0
27,207423,0.05,0.01,4251098198,1520,Yes,Bachelor or equivalent,Female,Yes,Married,73,Yes,0,0,23,Others,73,SC,242,88,No,No,0.99,0
43,205452,0.07,0.03,4251061395,1521,Yes,Master or equivalent,Female,Yes,Single,80,Yes,2,5,63,Non-technology Related Job,433,CO,245,198,No,No,0.2,0
73,66352,0.06,0.03,4251085862,1522,Yes,PhD or equivalent,Male,Yes,Single,18,Yes,0,3,81,Others,106,DE,442,213,No,No,0.65,0
21,64381,0,0.01,4251017986,1523,Yes,High School or below,Male,No,Married,26,No,2,0,22,Non-technology Related Job,466,MO,446,73,No,No,0.86,0
52,175282,0.06,0.01,4251042687,1524,Yes,High School or below,Female,Yes,Married,83,Yes,3,6,40,Others,138,NE,143,88,No,No,0.32,0
68,173311,0,0.03,4251049037,1525,Yes,High School or below,Male,Yes,Married,91,Yes,2,3,81,Non-technology Related Job,498,UT,146,198,No,No,0.53,0
30,34211,0.06,0.03,4251069216,1526,Yes,High School or below,Female,Yes,Married,29,Yes,3,1,99,Others,171,VA,343,213,Yes,No,0.99,0
46,32240,0,0.01,4251063096,1527,Yes,Bachelor or equivalent,Female,Yes,Single,36,Yes,2,7,40,Non-technology Related Job,31,ID,346,73,No,No,0.2,0
76,143140,0.06,0.01,4251034212,1528,Yes,Bachelor or equivalent,Male,No,Single,94,Yes,3,4,58,Others,203,IN,43,88,No,No,0.65,0
24,141169,0,0.03,4251040126,1529,Yes,Master or equivalent,Female,No,Married,102,Yes,1,2,99,Non-technology Related Job,64,NM,47,198,No,No,0.86,1
55,2070,0.07,0.03,4251017279,1530,Yes,Master or equivalent,Female,Yes,Single,40,Yes,3,7,17,Others,236,NC,244,213,No,No,0.32,0
70,99,0.01,0.01,4251041021,1531,Yes,High School or below,Male,Yes,Married,47,Yes,1,5,58,Non-technology Related Job,96,WY,247,73,No,No,0.53,0
33,110999,0.07,0.01,4251089315,1532,Yes,High School or below,Female,Yes,Married,105,Yes,2,2,76,Others,268,AK,444,88,No,Yes,0.99,0
49,109028,0.01,0.03,4251030555,1533,Yes,High School or below,Female,Yes,Single,112,Yes,1,0,17,Non-technology Related Job,129,LA,447,198,No,No,0.2,0
79,219928,0.07,0.03,4251009979,1534,Yes,High School or below,Male,No,Single,50,No,2,5,35,Others,301,MD,144,213,No,No,0.65,0
27,217957,0.01,0.01,4251099912,1535,Yes,Bachelor or equivalent,Female,Yes,Single,58,Yes,0,3,75,Non-technology Related Job,161,OR,148,73,No,No,0.87,0
57,78858,0.07,0.01,4251077779,1536,Yes,Bachelor or equivalent,Male,Yes,Single,116,Yes,2,0,94,Others,334,RI,345,88,No,No,0.32,0
73,76887,0.01,0.03,4251037099,1537,Yes,Bachelor or equivalent,Male,No,Married,3,Yes,0,6,34,Non-technology Related Job,194,CO,348,198,No,No,0.53,0
36,187787,0,0.03,4251032456,1538,Yes,Master or equivalent,Female,Yes,Married,61,No,1,3,53,Others,366,DE,45,213,No,No,0.99,0
51,185816,0.02,0.01,4251017280,1539,Yes,High School or below,Female,Yes,Single,69,Yes,0,1,93,Non-technology Related Job,226,MS,48,73,No,No,0.2,0
14,46716,0,0.01,4251099456,1540,Yes,High School or below,Male,Yes,Married,7,Yes,1,7,12,Others,399,MT,245,88,No,No,0.66,0
30,44745,0.02,0.03,4251071925,1541,Yes,High School or below,Female,Yes,Single,14,Yes,0,4,52,Non-technology Related Job,259,TX,249,198,No,Yes,0.87,0
60,155646,0,0.03,4251016909,1542,Yes,High School or below,Male,No,Single,72,Yes,1,2,71,Others,431,VT,445,213,No,No,0.32,1
76,153675,0.02,0.01,4251075210,1543,Yes,Bachelor or equivalent,Male,No,Married,79,Yes,3,7,11,Non-technology Related Job,291,ID,449,73,No,No,0.53,0
38,14575,0,0.01,4251013730,1544,Yes,Bachelor or equivalent,Female,Yes,Married,17,Yes,1,5,30,Others,464,IN,146,88,No,No,0.99,0
54,12604,0.02,0.03,4251022883,1545,Yes,Bachelor or equivalent,Female,Yes,Married,25,No,3,2,70,Non-technology Related Job,324,NJ,149,198,No,No,0.2,0
17,123505,0.01,0.03,4251071897,1546,Yes,Master or equivalent,Male,Yes,Married,83,Yes,0,0,89,Others,496,NY,346,213,No,No,0.66,0
33,121534,0.03,0.01,4251064270,1547,No,PhD or equivalent,Female,Yes,Single,90,Yes,3,5,29,Others,357,WI,349,73,No,No,0.87,0
63,232434,0.01,0.01,4251034360,1548,Yes,High School or below,Male,No,Single,28,Yes,0,3,48,Others,29,AL,46,88,No,No,0.32,0
79,230463,0.03,0.03,4251044123,1549,Yes,High School or below,Male,Yes,Married,36,No,3,0,88,Others,389,LA,50,198,No,No,0.54,0
41,91363,0.01,0.03,4251075568,1550,Yes,High School or below,Female,Yes,Single,94,Yes,0,6,6,Others,61,MD,247,213,No,No,0.99,0
57,89392,0.03,0.01,4251056388,1551,Yes,High School or below,Female,Yes,Married,101,Yes,2,3,47,Others,422,OR,250,73,Yes,No,0.2,0
19,200293,0.01,0.01,4251051640,1552,Yes,Bachelor or equivalent,Male,Yes,Married,39,Yes,0,1,65,Others,94,PA,447,88,No,No,0.66,0
35,198322,0.03,0.03,4251090301,1553,Yes,Bachelor or equivalent,Female,Yes,Single,46,Yes,2,6,6,Others,454,CA,450,198,No,No,0.87,0
66,59222,0.02,0.03,4251074811,1554,Yes,Bachelor or equivalent,Male,Yes,Single,104,Yes,3,4,24,Others,127,CT,147,213,No,Yes,0.33,0
14,57251,0.04,0.01,4251097120,1555,Yes,Master or equivalent,Male,Yes,Single,112,Yes,2,1,65,Others,487,MS,151,73,No,No,0.54,0
44,168151,0.02,0.01,4251014793,1556,Yes,PhD or equivalent,Female,No,Single,50,Yes,3,7,83,Others,159,MT,348,88,No,No,0.99,0
60,166180,0.04,0.03,4251022778,1557,Yes,High School or below,Female,No,Married,57,Yes,1,5,24,Others,19,TX,351,198,No,No,0.2,0
22,27081,0.02,0.03,4251019167,1558,Yes,High School or below,Male,Yes,Married,115,Yes,3,2,42,Others,192,UT,48,213,No,No,0.66,0
38,25110,0.04,0.01,4251030641,1559,Yes,High School or below,Female,Yes,Single,3,Yes,1,0,83,Others,52,HI,51,73,No,No,0.87,0
68,136010,0.02,0.01,4251010131,1560,Yes,High School or below,Male,Yes,Single,60,No,2,5,1,Others,224,IL,248,88,No,No,0.33,0
16,134039,0.04,0.02,4251049538,1561,Yes,Bachelor or equivalent,Male,Yes,Single,68,Yes,1,3,42,Others,84,NJ,252,197,No,No,0.54,0
47,244940,0.03,0.03,4251034206,1562,Yes,Bachelor or equivalent,Female,No,Single,6,Yes,2,0,60,Others,257,NY,449,212,No,No,0.99,0
63,242968,0.05,0,4251032185,1563,Yes,Master or equivalent,Male,Yes,Married,13,Yes,1,6,0,Others,117,WI,452,72,No,Yes,0.2,0
25,103869,0.03,0.01,4251011853,1564,Yes,Master or equivalent,Female,Yes,Married,71,No,2,3,19,Others,289,WY,149,87,No,No,0.66,0
41,101898,0.05,0.02,4251049580,1565,Yes,High School or below,Female,Yes,Single,79,Yes,0,1,59,Others,150,KY,152,197,No,No,0.87,0
71,212798,0.03,0.03,4251081414,1566,Yes,High School or below,Male,Yes,Married,17,Yes,2,6,78,Others,322,ME,349,212,No,No,0.33,0
19,210827,0.05,0,4251059043,1567,Yes,High School or below,Male,Yes,Single,24,Yes,0,4,18,Others,182,OK,352,72,No,No,0.54,1
50,71728,0.03,0.01,4251067369,1568,Yes,High School or below,Female,Yes,Single,82,No,1,2,37,Others,354,PA,49,87,Yes,No,0,0
65,69757,0.05,0.02,4251043417,1569,Yes,Bachelor or equivalent,Male,Yes,Married,89,Yes,0,7,77,Others,215,CA,53,197,No,No,0.21,0
28,180657,0.04,0.03,4251093591,1570,Yes,Bachelor or equivalent,Female,Yes,Married,27,Yes,1,5,96,Others,387,CO,250,212,No,No,0.66,1
44,178686,0.06,0,4251012909,1571,Yes,Master or equivalent,Female,No,Married,35,No,0,2,36,Others,247,MN,253,72,No,No,0.87,0
74,39586,0.04,0.01,4251060520,1572,Yes,Master or equivalent,Male,Yes,Married,93,Yes,1,0,55,Others,420,MO,450,87,No,No,0.33,0
22,37615,0.06,0.02,4251033868,1573,Yes,High School or below,Male,Yes,Single,100,Yes,3,5,95,Others,280,TN,453,197,No,No,0.54,0
52,148516,0.04,0.03,4251073674,1574,Yes,High School or below,Female,Yes,Single,38,Yes,0,3,14,Others,452,UT,150,212,No,No,0,0
68,146545,0.06,0,4251076506,1575,Yes,High School or below,Male,Yes,Married,46,No,3,0,54,Others,312,HI,154,72,No,No,0.21,0
31,7445,0.04,0.01,4251099477,1576,Yes,High School or below,Female,No,Single,104,Yes,0,6,73,Others,485,ID,351,87,No,Yes,0.66,1
46,5474,0.06,0.02,4251021975,1577,Yes,Bachelor or equivalent,Female,Yes,Married,111,Yes,3,3,13,Others,345,NH,354,197,No,No,0.87,0
77,116374,0.05,0.03,4251047362,1578,Yes,Bachelor or equivalent,Male,Yes,Married,49,Yes,0,1,32,Others,17,NM,51,212,No,No,0.33,0
25,114403,0.07,0,4251074511,1579,Yes,Bachelor or equivalent,Male,Yes,Single,56,No,2,6,72,Others,377,WV,54,72,No,No,0.54,1
55,225304,0.05,0.01,4251099971,1580,Yes,Master or equivalent,Female,Yes,Single,114,Yes,0,4,90,Others,50,WY,251,87,No,No,0,0
71,223333,0.07,0.02,4251011922,1581,Yes,High School or below,Male,Yes,Single,2,Yes,2,1,31,Others,410,KY,255,197,No,No,0.21,0
33,84233,0.05,0.03,4251046784,1582,Yes,High School or below,Female,Yes,Single,60,Yes,3,7,49,Others,82,LA,452,212,No,No,0.66,0
49,82262,0.07,0,4251070462,1583,Yes,High School or below,Female,Yes,Married,67,Yes,2,4,90,Others,443,OH,455,72,No,Yes,0.88,0
12,193163,0.05,0.01,4251088991,1584,Yes,High School or below,Male,Yes,Married,5,Yes,3,2,8,Others,115,OR,152,87,No,No,0.33,0
28,191192,0.07,0.02,4251078865,1585,Yes,High School or below,Male,No,Single,13,Yes,2,0,49,Others,475,AR,155,197,No,No,0.54,0
58,52092,0.06,0.03,4251074557,1586,Yes,Bachelor or equivalent,Female,Yes,Married,70,Yes,3,5,67,Others,147,CO,352,212,No,No,0,0
74,50121,0,0,4251068124,1587,Yes,Bachelor or equivalent,Male,Yes,Single,78,Yes,1,3,8,Others,8,MN,356,72,No,No,0.21,0
36,161021,0.06,0.01,4251069532,1588,Yes,Bachelor or equivalent,Female,Yes,Single,16,Yes,3,0,26,Others,180,MS,52,87,No,No,0.67,1
52,159050,0,0.02,4251026998,1589,Yes,PhD or equivalent,Female,Yes,Married,23,Yes,1,6,67,Others,40,SD,56,197,No,No,0.88,0
14,19951,0.06,0.03,4251089219,1590,Yes,High School or below,Male,No,Married,81,No,2,3,85,Others,213,TX,253,212,No,No,0.33,1
30,17980,0,0,4251013570,1591,Yes,High School or below,Female,No,Married,89,Yes,1,1,26,Others,73,GA,256,72,No,No,0.54,0
61,128880,0.06,0.01,4251024030,1592,Yes,High School or below,Female,Yes,Married,27,Yes,2,6,44,Others,245,ID,453,87,No,No,0,0
77,126909,0.01,0.02,4251096877,1593,No,High School or below,Male,Yes,Single,34,Yes,1,4,84,Others,105,NH,456,197,No,No,0.21,0
39,237809,0.07,0.03,4251095703,1594,Yes,High School or below,Female,Yes,Single,92,No,2,1,3,Others,278,NM,153,212,No,No,0.67,0
55,235838,0.01,0,4251092187,1595,Yes,Bachelor or equivalent,Female,Yes,Married,99,Yes,0,7,43,Others,138,WA,157,72,No,No,0.88,0
17,96739,0.07,0.01,4251041988,1596,Yes,Bachelor or equivalent,Male,Yes,Single,37,Yes,1,5,62,Technology Related Job,310,WI,354,87,No,No,0.33,1
33,94768,0.01,0.02,4251051048,1597,Yes,Master or equivalent,Female,Yes,Married,45,Yes,0,2,2,Others,170,KS,357,197,No,No,0.55,0
64,205668,0.07,0.03,4251017145,1598,Yes,PhD or equivalent,Male,Yes,Married,103,No,1,0,21,Technology Related Job,343,LA,54,212,No,Yes,0,0
79,203697,0.01,0,4251046321,1599,Yes,High School or below,Male,No,Single,110,Yes,0,5,61,Others,203,OH,57,72,No,No,0.21,0
42,64598,0.07,0.01,4251033691,1600,Yes,High School or below,Female,Yes,Single,48,Yes,1,3,80,Technology Related Job,375,OR,254,87,No,No,0.67,0
58,62626,0.02,0.02,4251029896,1601,Yes,High School or below,Female,Yes,Single,56,No,3,0,20,Others,236,AZ,258,197,No,No,0.88,1
20,173527,0,0.03,4251055533,1602,Yes,High School or below,Male,Yes,Single,114,Yes,1,6,39,Technology Related Job,408,CA,455,212,No,No,0.34,0
36,171556,0.02,0,4251022286,1603,Yes,Bachelor or equivalent,Female,Yes,Married,1,Yes,3,3,79,Others,268,MI,458,72,No,No,0.55,0
66,32456,0,0.01,4251015750,1604,Yes,Bachelor or equivalent,Male,No,Married,59,Yes,0,1,98,Technology Related Job,440,MS,155,87,No,No,0,0
14,30485,0.02,0.02,4251076012,1605,Yes,Master or equivalent,Male,No,Single,66,No,3,6,38,Others,301,SD,158,197,No,Yes,0.21,0
45,141386,0,0.03,4251009412,1606,Yes,Master or equivalent,Female,Yes,Married,4,Yes,0,4,57,Technology Related Job,473,TX,355,212,No,No,0.67,0
60,139415,0.02,0,4251044530,1607,Yes,High School or below,Female,Yes,Single,12,Yes,3,1,97,Others,333,FL,359,72,No,No,0.88,1
23,315,0.01,0.01,4251027084,1608,Yes,High School or below,Male,Yes,Single,70,Yes,0,7,15,Technology Related Job,6,HI,56,87,No,No,0.34,0
39,248344,0.03,0.02,4251065848,1609,Yes,High School or below,Female,Yes,Married,77,No,2,4,56,Others,366,NV,59,197,No,No,0.55,0
69,109244,0.01,0.03,4251075724,1610,Yes,High School or below,Male,No,Married,15,Yes,0,2,74,Technology Related Job,38,NJ,256,212,No,No,0,0
17,107273,0.03,0,4251037178,1611,Yes,Bachelor or equivalent,Male,Yes,Married,23,Yes,2,7,15,Others,398,WA,259,72,No,No,0.21,0
47,218174,0.01,0.01,4251093070,1612,Yes,Bachelor or equivalent,Female,Yes,Married,80,Yes,3,5,33,Technology Related Job,71,WI,456,87,No,No,0.67,0
63,216203,0.03,0.02,4251075434,1613,Yes,Master or equivalent,Female,No,Single,88,Yes,2,3,74,Others,431,IA,460,197,No,No,0.88,0
26,77103,0.01,0.03,4251068814,1614,Yes,Master or equivalent,Male,Yes,Single,26,Yes,3,0,92,Technology Related Job,103,KY,156,212,No,No,0.34,0
42,75132,0.03,0,4251098415,1615,Yes,High School or below,Female,Yes,Married,33,Yes,1,6,33,Others,463,ND,160,72,Yes,No,0.55,0
72,186032,0.02,0.01,4251098968,1616,Yes,High School or below,Male,Yes,Single,91,No,3,3,51,Technology Related Job,136,OK,357,87,No,No,0.01,0
20,184061,0.04,0.02,4251064815,1617,Yes,High School or below,Male,Yes,Married,99,Yes,1,1,92,Others,496,AZ,360,197,No,No,0.22,1
50,44962,0.02,0.02,4251082207,1618,Yes,High School or below,Female,No,Married,37,Yes,2,6,10,Technology Related Job,168,CA,57,212,No,No,0.67,0
66,42991,0.04,0,4251045104,1619,Yes,Bachelor or equivalent,Female,No,Single,44,Yes,1,4,51,Others,29,MA,60,72,No,No,0.88,0
28,153891,0.02,0,4251088612,1620,Yes,Bachelor or equivalent,Male,Yes,Single,102,No,2,1,69,Technology Related Job,201,MN,257,87,No,Yes,0.34,0
44,151920,0.04,0.02,4251045203,1621,Yes,Bachelor or equivalent,Female,Yes,Single,109,Yes,1,7,9,Others,61,SC,261,197,No,No,0.55,0
75,12821,0.02,0.02,4251028079,1622,Yes,Master or equivalent,Male,Yes,Single,47,Yes,2,4,28,Technology Related Job,233,TN,458,212,No,No,0.01,1
23,10850,0.04,0,4251049049,1623,Yes,High School or below,Male,Yes,Married,55,Yes,0,2,68,Others,94,FL,461,72,No,No,0.22,0
53,121750,0.03,0,4251085179,1624,Yes,High School or below,Female,No,Married,113,No,2,0,87,Technology Related Job,266,HI,158,87,No,No,0.67,0
69,119779,0.05,0.02,4251099000,1625,Yes,High School or below,Male,Yes,Single,0,Yes,0,5,27,Others,126,NE,161,197,No,No,0.88,0
31,230679,0.03,0.02,4251036385,1626,Yes,High School or below,Female,Yes,Single,58,Yes,1,3,46,Technology Related Job,299,NH,358,212,No,No,0.34,1
47,228708,0.05,0,4251035731,1627,Yes,High School or below,Female,Yes,Single,66,No,0,0,86,Others,159,VA,362,72,No,Yes,0.55,0
77,89609,0.03,0,4251008973,1628,Yes,Bachelor or equivalent,Male,Yes,Single,4,Yes,1,6,5,Technology Related Job,331,WV,59,87,No,No,0.01,0
25,87638,0.05,0.02,4251011023,1629,Yes,Bachelor or equivalent,Male,Yes,Married,11,Yes,0,3,45,Others,191,IA,62,197,No,No,0.22,0
56,198538,0.03,0.02,4251055985,1630,Yes,Bachelor or equivalent,Female,Yes,Married,69,Yes,1,1,64,Technology Related Job,364,KY,259,212,No,No,0.67,0
72,196567,0.05,0,4251079493,1631,Yes,Master or equivalent,Male,Yes,Single,76,No,3,6,4,Others,224,ND,262,72,No,No,0.89,0
34,57467,0.04,0,4251049102,1632,Yes,High School or below,Female,No,Married,14,Yes,1,4,23,Technology Related Job,396,OH,459,87,Yes,No,0.34,0
50,55496,0.06,0.02,4251092968,1633,Yes,High School or below,Female,No,Single,22,Yes,3,1,63,Others,256,AK,463,197,No,No,0.55,1
12,166397,0.04,0.02,4251010862,1634,Yes,High School or below,Male,Yes,Single,80,Yes,0,7,82,Technology Related Job,429,AR,160,212,No,No,0.01,0
28,164426,0.06,0,4251082532,1635,Yes,High School or below,Male,Yes,Married,87,No,3,4,22,Others,289,MA,163,72,No,No,0.22,0
59,25326,0.04,0,4251061289,1636,Yes,High School or below,Female,Yes,Married,25,Yes,0,2,40,Technology Related Job,461,MN,360,87,No,No,0.68,0
74,23355,0.06,0.02,4251070174,1637,Yes,Bachelor or equivalent,Male,Yes,Married,33,Yes,2,7,81,Others,322,SC,363,197,No,No,0.89,0
37,134255,0.04,0.02,4251011373,1638,Yes,Bachelor or equivalent,Female,No,Married,90,Yes,0,5,99,Technology Related Job,494,SD,60,212,No,No,0.34,0
53,132284,0.06,0,4251070575,1639,Yes,Master or equivalent,Female,Yes,Single,98,Yes,2,2,40,Others,354,DE,63,72,No,No,0.55,0
15,243185,0.05,0,4251058446,1640,Yes,PhD or equivalent,Male,Yes,Single,36,Yes,3,0,58,Technology Related Job,26,GA,260,87,No,No,0.01,1
31,241214,0.07,0.02,4251056916,1641,Yes,High School or below,Male,Yes,Married,43,Yes,2,6,99,Others,387,NE,264,197,No,No,0.22,0
61,102114,0.05,0.02,4251037910,1642,No,High School or below,Female,Yes,Single,101,Yes,3,3,17,Technology Related Job,59,NH,461,212,No,Yes,0.68,0
77,100143,0.07,0,4251048372,1643,Yes,High School or below,Male,Yes,Married,109,Yes,2,1,58,Others,419,VA,464,72,No,No,0.89,0
40,211044,0.05,0,4251063014,1644,Yes,High School or below,Female,Yes,Married,47,Yes,3,6,76,Technology Related Job,92,WA,161,87,No,No,0.34,0
55,209073,0.07,0.02,4251065815,1645,Yes,Bachelor or equivalent,Female,Yes,Single,54,Yes,1,4,17,Others,452,IN,164,197,No,No,0.56,0
18,69973,0.05,0.02,4251076880,1646,Yes,Bachelor or equivalent,Male,Yes,Single,112,No,3,1,35,Technology Related Job,124,KS,361,212,No,No,0.01,0
34,68002,0.07,0,4251090760,1647,Yes,Master or equivalent,Male,No,Single,0,Yes,1,7,76,Others,484,NC,365,72,No,No,0.22,0
64,178902,0.06,0,4251014652,1648,Yes,Master or equivalent,Female,Yes,Single,57,Yes,2,4,94,Technology Related Job,157,OH,62,87,No,No,0.68,0
12,176931,0,0.02,4251066238,1649,Yes,High School or below,Male,Yes,Married,65,Yes,1,2,35,Others,17,AK,65,197,No,Yes,0.89,0
42,37832,0.06,0.02,4251049026,1650,Yes,High School or below,Female,Yes,Married,3,No,2,7,53,Technology Related Job,189,AZ,262,212,No,No,0.35,0
58,35861,0,0,4251011609,1651,Yes,High School or below,Female,Yes,Single,10,Yes,1,5,93,Others,49,MD,265,72,No,No,0.56,0
21,146761,0.06,0,4251037005,1652,Yes,High School or below,Male,No,Married,68,Yes,2,3,12,Technology Related Job,222,MI,462,87,No,No,0.01,0
37,144790,0,0.02,4251008462,1653,Yes,Bachelor or equivalent,Female,Yes,Single,76,Yes,0,0,52,Others,82,RI,466,197,No,No,0.22,0
67,5690,0.06,0.02,4251070484,1654,Yes,Bachelor or equivalent,Female,Yes,Single,14,No,2,6,71,Technology Related Job,254,SD,163,212,No,No,0.68,1
15,3719,0,0,4251016390,1655,Yes,Bachelor or equivalent,Male,Yes,Married,21,Yes,0,3,11,Others,115,DE,166,72,No,No,0.89,0
45,114620,0.07,0,4251045884,1656,Yes,Master or equivalent,Female,Yes,Married,79,Yes,1,1,30,Technology Related Job,287,FL,363,86,No,No,0.35,0
61,112649,0.01,0.02,4251013303,1657,Yes,High School or below,Female,Yes,Married,86,No,0,6,70,Others,147,MT,366,196,Yes,No,0.56,0
23,223549,0.07,0.02,4251073327,1658,Yes,High School or below,Male,Yes,Married,24,Yes,1,4,89,Technology Related Job,320,NV,63,211,No,No,0.01,0
39,221578,0.01,0,4251040185,1659,Yes,High School or below,Female,Yes,Single,32,Yes,3,1,29,Technology Related Job,180,VT,67,71,No,No,0.22,0
70,82479,0.07,0,4251095951,1660,Yes,High School or below,Male,Yes,Single,90,Yes,1,7,48,Technology Related Job,352,WA,263,86,No,No,0.68,0
18,80508,0.01,0.02,4251099060,1661,Yes,Bachelor or equivalent,Male,No,Married,97,No,3,4,88,Technology Related Job,212,IN,267,196,No,No,0.89,0
48,191408,0.07,0.02,4251028040,1662,Yes,Bachelor or equivalent,Female,Yes,Single,35,Yes,0,2,7,Technology Related Job,385,IA,464,211,No,No,0.35,0
64,189437,0.01,0,4251013940,1663,Yes,Bachelor or equivalent,Female,Yes,Married,43,Yes,3,7,47,Technology Related Job,245,NY,467,71,No,No,0.56,0
26,50337,0,0,4251044145,1664,Yes,Master or equivalent,Male,Yes,Married,101,Yes,0,5,66,Technology Related Job,417,ND,164,86,No,Yes,0.02,0
42,48366,0.02,0.02,4251080580,1665,Yes,PhD or equivalent,Female,Yes,Single,108,No,3,2,6,Technology Related Job,277,AL,167,196,No,No,0.23,0
73,159267,0,0.02,4251022477,1666,Yes,High School or below,Male,No,Single,46,Yes,0,0,24,Technology Related Job,450,AZ,364,211,No,No,0.68,1
20,157296,0.02,0,4251042323,1667,Yes,High School or below,Male,No,Single,53,Yes,2,5,65,Technology Related Job,310,MD,368,71,No,No,0.89,0
51,18196,0,0,4251099693,1668,Yes,High School or below,Female,Yes,Single,111,Yes,0,3,83,Technology Related Job,482,MA,65,86,No,No,0.35,0
67,16225,0.02,0.02,4251021647,1669,Yes,High School or below,Female,Yes,Married,119,Yes,2,1,24,Technology Related Job,342,PA,68,196,No,No,0.56,0
29,127125,0,0.02,4251051248,1670,Yes,Bachelor or equivalent,Male,Yes,Married,57,Yes,3,6,42,Technology Related Job,15,SC,265,211,No,No,0.02,0
